os_major_version,feature_release_version,release_full_name,release_date,build_number,kb
Windows 11,21H2,Version 21H2 (OS build 22000),2022-10-25,22000.1165,KB5018483
Windows 11,21H2,Version 21H2 (OS build 22000),2022-10-17,22000.1100,KB5020387
Windows 11,21H2,Version 21H2 (OS build 22000),2022-10-11,22000.1098,KB5018418
Windows 11,21H2,Version 21H2 (OS build 22000),2022-09-20,22000.1042,KB5017383
Windows 11,21H2,Version 21H2 (OS build 22000),2022-09-13,22000.978,KB5017328
Windows 11,21H2,Version 21H2 (OS build 22000),2022-08-25,22000.918,KB5016691
Windows 11,21H2,Version 21H2 (OS build 22000),2022-08-09,22000.856,KB5016629
Windows 11,21H2,Version 21H2 (OS build 22000),2022-07-21,22000.832,KB5015882
Windows 11,21H2,Version 21H2 (OS build 22000),2022-07-12,22000.795,KB5015814
Windows 11,21H2,Version 21H2 (OS build 22000),2022-06-23,22000.778,KB5014668
Windows 11,21H2,Version 21H2 (OS build 22000),2022-06-20,22000.740,KB5016138
Windows 11,21H2,Version 21H2 (OS build 22000),2022-06-14,22000.739,KB5014697
Windows 11,21H2,Version 21H2 (OS build 22000),2022-05-24,22000.708,KB5014019
Windows 11,21H2,Version 21H2 (OS build 22000),2022-05-10,22000.675,KB5013943
Windows 11,21H2,Version 21H2 (OS build 22000),2022-04-25,22000.652,KB5012643
Windows 11,21H2,Version 21H2 (OS build 22000),2022-04-12,22000.613,KB5012592
Windows 11,21H2,Version 21H2 (OS build 22000),2022-03-28,22000.593,KB5011563
Windows 11,21H2,Version 21H2 (OS build 22000),2022-03-08,22000.556,KB5011493
Windows 11,21H2,Version 21H2 (OS build 22000),2022-02-15,22000.527,KB5010414
Windows 11,21H2,Version 21H2 (OS build 22000),2022-02-08,22000.493,KB5010386
Windows 11,21H2,Version 21H2 (OS build 22000),2022-01-25,22000.469,KB5008353
Windows 11,21H2,Version 21H2 (OS build 22000),2022-01-17,22000.438,KB5010795
Windows 11,21H2,Version 21H2 (OS build 22000),2022-01-11,22000.434,KB5009566
Windows 11,21H2,Version 21H2 (OS build 22000),2021-12-14,22000.376,KB5008215
Windows 11,21H2,Version 21H2 (OS build 22000),2021-11-22,22000.348,KB5007262
Windows 11,21H2,Version 21H2 (OS build 22000),2021-11-09,22000.318,KB5007215
Windows 11,21H2,Version 21H2 (OS build 22000),2021-10-21,22000.282,KB5006746
Windows 11,21H2,Version 21H2 (OS build 22000),2021-10-12,22000.258,KB5006674
Windows 11,21H2,Version 21H2 (OS build 22000),2021-10-04,22000.194
